11.02.2026         Salida dinámica de lista                                                              1


		Objeto	Denominación del objeto	Creado	Registrado	  Valor/Mon.tr.	MonT
		LCP-120288-BV-02	CONTINGENCIA BVT	NSA1896	24.04.2013	     41.621,00	USD

	*	Ejercicio 2013				     41.621,00	USD

		LCP-120288-EX	EXPENSES DE TRASNF. DE MOLDES	NSA1896	24.04.2013	    112.391,00	USD

	*	Ejercicio 2013				    112.391,00	USD

		LCP-120288-EX-01	EXPENSES DE TRASNF. DE MOLDES	NSA1896	24.04.2013	    105.038,00	USD

	*	Ejercicio 2013				    105.038,00	USD

		LCP-120288-EX-02	CONTINGENCIA EXPENSES	NSA1896	24.04.2013	      7.353,00	USD

	*	Ejercicio 2013				      7.353,00	USD

		LCP-120297	FVM ASPM CONTROLLER UPGRADE	NSA1896	24.04.2013	    150.000,00	USD

	*	Ejercicio 2013				    150.000,00	USD

		LCP-120297-01	FVM ASPM CONTROLLER UPGRADE	NSA1896	24.04.2013	    150.000,00	USD

	*	Ejercicio 2013				    150.000,00	USD

		LCP-120323	EXHAUST SYSTEM AT CURING TRENCHES 100-40	NSA1896	24.04.2013	    141.000,00	USD

	*	Ejercicio 2013				    141.000,00	USD

		LCP-120323-00	EQUIPOS REMOCION POLVO Y HUMO	NSA1896	24.04.2013	    141.000,00	USD

	*	Ejercicio 2013				    141.000,00	USD

		LCP-120358-EX	40 MOLD RACK	NSA1896	01.05.2013	     84.000,00	USD

	*	Ejercicio 2013				     84.000,00	USD

		LCP-120358-EX-01	40 MOLD RACK	NSA1896	01.05.2013	     12.000,00	USD

	*	Ejercicio 2013				     12.000,00	USD

		LCP-120358-EX-02	T/D/F	NSA1896	01.05.2013	     70.000,00	USD

	*	Ejercicio 2013				     70.000,00	USD

		LCP-120358-EX-03	CONTINGENCIA EXPENSES	NSA1896	01.05.2013	      2.000,00	USD

	*	Ejercicio 2013				      2.000,00	USD

		LCP-120415	UPGRADE WINDUPS ESTEELASTIC AREA	NSA1896	24.04.2013	    105.000,00	USD

	*	Ejercicio 2013				    105.000,00	USD

		LCP-120415-72	STEELASTIC	NSA1896	24.04.2013	    105.000,00	USD

	*	Ejercicio 2013				    105.000,00	USD

		LCP-120438	WELDING MACHINE FOR METALLIC CONVEYOR	NSA1896	24.04.2013	    109.000,00	USD

	*	Ejercicio 2013				    109.000,00	USD

		LCP-120438-00	SOLDADORAS	NSA1896	24.04.2013	    109.000,00	USD
		LCP-120438-00	SOLDADORAS	AA11549	31.12.2013	-7.583,01	USD

	*	Ejercicio 2013				    101.416,99	USD

		LCP-120543	UPGRADE NRM PRESSES LOADERS	NSA1896	24.04.2013	    150.000,00	USD

	*	Ejercicio 2013				    150.000,00	USD

		LCP-120543-83	PRENSA DE VULCANIZACION	NSA1896	24.04.2013	    150.000,00	USD

	*	Ejercicio 2013				    150.000,00	USD

		LCP-120544	ENERGY MANAGEMENT SYSTEM PHASE II	NSA1896	24.04.2013	    150.000,00	USD

	*	Ejercicio 2013				    150.000,00	USD

		LCP-120544-02	FURNISCHING HARDWARE AND SOFTW	NSA1896	24.04.2013	      8.529,34	USD

	*	Ejercicio 2013				      8.529,34	USD

		LCP-120544-03	SUPLY ENERGY MEASURING EQUIPME	NSA1896	24.04.2013	     93.645,66	USD

	*	Ejercicio 2013				     93.645,66	USD

		LCP-120544-04	INSTALLATION OF NEW EQUIPMENT	NSA1896	24.04.2013	     47.825,00	USD

	*	Ejercicio 2013				     47.825,00	USD

		LCP-120567	NPT TRANSFER FAYETTEVILLE	NSA1896	24.04.2013	    436.285,00	USD

	*	Ejercicio 2013				    436.285,00	USD

		LCP-120567-02	(47)SIDEWALL CASSETTES LINERS	NSA1896	24.04.2013	    436.285,00	USD

	*	Ejercicio 2013				    436.285,00	USD

		LCP-120567-BV	(13) PLY CASSETTES WHIT LINERS	NSA1896	24.04.2013	    523.422,00	USD

	*	Ejercicio 2013				    523.422,00	USD

		LCP-120567-BV-01	(13) PLY CASSETTES WHIT LINERS	NSA1896	24.04.2013	    119.920,00	USD

	*	Ejercicio 2013				    119.920,00	USD

		LCP-120567-BV-02	(48)INNERLINER CASSETTES LINER	NSA1896	24.04.2013	    403.502,00	USD

	*	Ejercicio 2013				    403.502,00	USD

		LCP-120576	REPLACE OBSOLETE DRIVE ONN2 STEELASTIC	NSA1896	24.04.2013	     85.000,00	USD

	*	Ejercicio 2013				     85.000,00	USD

		LCP-120576-01	CONTINGENCIA	NSA1896	24.04.2013	      6.296,00	USD
		LCP-120576-01	CONTINGENCIA	AA11549	22.08.2013	-2.067,00	USD

	*	Ejercicio 2013				      4.229,00	USD

		LCP-120576-72	STEELASTIC	NSA1896	24.04.2013	     78.704,00	USD
		LCP-120576-72	STEELASTIC	AA11549	22.08.2013	      2.067,00	USD

	*	Ejercicio 2013				     80.771,00	USD

		LCP-120583	STEELASTIC BELT CUTTER TRANSFER FROM CHI	NSA1896	24.04.2013	    475.613,00	USD

	*	Ejercicio 2013				    475.613,00	USD

		LCP-120583-01	MECHANICAL AND ELEC.INSTALLAC	NSA1896	24.04.2013	    120.000,00	USD

	*	Ejercicio 2013				    120.000,00	USD

		LCP-120583-02	ELECTRONIC UPGRADE	NSA1896	24.04.2013	     12.220,00	USD

	*	Ejercicio 2013				     12.220,00	USD

		LCP-120583-03	CREEL ROOM EXPANSION	NSA1896	24.04.2013	    181.675,00	USD
		LCP-120583-03	CREEL ROOM EXPANSION	AA11549	20.12.2013	     14.978,14	USD

	*	Ejercicio 2013				    196.653,14	USD

		LCP-120583-04	EXP-TRANSFER FROM CHINA	NSA1896	24.04.2013	    120.613,00	USD
		LCP-120583-04	EXP-TRANSFER FROM CHINA	AA11549	20.12.2013	-14.978,14	USD

	*	Ejercicio 2013				    105.634,86	USD

		LCP-120583-05	F&I(1) GUM STRIP APPLIER	NSA1896	24.04.2013	     30.000,00	USD

	*	Ejercicio 2013				     30.000,00	USD

		LCP-120583-07	CONTINGENCY	NSA1896	24.04.2013	     11.105,00	USD

	*	Ejercicio 2013				     11.105,00	USD

		LCP-120583-BV	BVT-STEELASTIC BELT CUTTER	NSA1896	24.04.2013	    523.000,00	USD

	*	Ejercicio 2013				    523.000,00	USD

		LCP-120583-BV-01	BVT-STEELASTIC BELT CUTTER	NSA1896	24.04.2013	    523.000,00	USD

	*	Ejercicio 2013				    523.000,00	USD

		LCP-120583-EX	EXPENSE RELOCATION AND INSTAL.	NSA1896	24.04.2013	     85.000,00	USD

	*	Ejercicio 2013				     85.000,00	USD

		LCP-120583-EX-01	EXPENSE RELOCATION AND INSTAL.	NSA1896	24.04.2013	     85.000,00	USD

	*	Ejercicio 2013				     85.000,00	USD

		LCP-120590	RACKS FOR SPARE PARTS WAREHOUSE	NSA1896	24.04.2013	     74.000,00	USD

	*	Ejercicio 2013				     74.000,00	USD

		LCP-120590-00	RACKS FOR SPARE PARTS WAREHOUS	NSA1896	24.04.2013	     74.000,00	USD

	*	Ejercicio 2013				     74.000,00	USD

		LCP-120596	ADITIONAL NPT TO SUPPORT HVA PRODUCTION	NSA1896	24.04.2013	    232.000,00	USD

	*	Ejercicio 2013				    232.000,00	USD

		LCP-120596-00	TRANSP. EQUIPMENT HANDS TRUCK	NSA1896	24.04.2013	    232.000,00	USD

	*	Ejercicio 2013				    232.000,00	USD

		LCP-120596-EX	EXPENSES	NSA1896	24.04.2013	    108.200,00	USD

	*	Ejercicio 2013				    108.200,00	USD

		LCP-120596-EX-01	EXPENSES	NSA1896	24.04.2013	    108.200,00	USD

	*	Ejercicio 2013				    108.200,00	USD

		LCP-120606	EMERGENCY LIGTHTING SYSTEM PHASE 2	NSA1896	24.04.2013	     60.000,00	USD

	*	Ejercicio 2013				     60.000,00	USD

		LCP-120606-13	SISTEMAS DE ALUMBRADO	NSA1896	24.04.2013	     60.000,00	USD

	*	Ejercicio 2013				     60.000,00	USD

		LCP-120606-EX	EXPENSES	NSA1896	24.04.2013	      6.000,00	USD

	*	Ejercicio 2013				      6.000,00	USD

		LCP-120606-EX-01	EXPENSES	NSA1896	24.04.2013	      6.000,00	USD

	*	Ejercicio 2013				      6.000,00	USD

		LCP-120632	FUME EXHAUST ON MIXER N4 MILL	NSA1896	24.04.2013	    125.000,00	USD

	*	Ejercicio 2013				    125.000,00	USD

		LCP-120632-00	EQUIPOS REMOCION POLVO Y HUMO	NSA1896	24.04.2013	    125.000,00	USD

	*	Ejercicio 2013				    125.000,00	USD

		LCP-120785	NEW LASER MARKER FINAL FINISH	NSA1896	24.04.2013	     78.644,00	USD

	*	Ejercicio 2013				     78.644,00	USD

		LCP-120785-89	CEPILLADORAS,TALLADORAS	NSA1896	24.04.2013	     78.644,00	USD

	*	Ejercicio 2013				     78.644,00	USD

		LCP-120812	NEW RHEOMETER MDR2000	NSA1896	24.04.2013	     76.000,00	USD

	*	Ejercicio 2013				     76.000,00	USD

		LCP-120812-18	RHEOMETER ODR R100S	NSA1896	24.04.2013	     76.000,00	USD

	*	Ejercicio 2013				     76.000,00	USD

		LCP-120838	ANNUAL MISCELANEOS SAG 2012	NSA1896	24.04.2013	     50.000,00	USD

	*	Ejercicio 2013				     50.000,00	USD

		LCP-120838-10	MISCELANEOS SAG	NSA1896	24.04.2013	     50.000,00	USD

	*	Ejercicio 2013				     50.000,00	USD

		LCP-120902-BV	BVT BUFFING MACHINES PULIDORAS	NSA1896	24.04.2013	    495.536,00	USD

	*	Ejercicio 2013				    495.536,00	USD

		LCP-120902-BV-01	BVT BUFFING MACHINES PULIDORAS	NSA1896	24.04.2013	    495.536,00	USD

	*	Ejercicio 2013				    495.536,00	USD

		LCP-121125	IMPROVED PRESS UNLOADERS FOR TRENCH 100	NSA1896	24.04.2013	    110.000,00	USD

	*	Ejercicio 2013				    110.000,00	USD

		LCP-121125-01	NEW UNDERLOADERS  12 UNIDADES	NSA1896	24.04.2013	     95.961,54	USD

	*	Ejercicio 2013				     95.961,54	USD

		LCP-121125-02	INSTALLATION AND ALIGNMENT	NSA1896	24.04.2013	      2.038,46	USD

	*	Ejercicio 2013				      2.038,46	USD

		LCP-121125-04	T/D/F	NSA1896	24.04.2013	     12.000,00	USD

	*	Ejercicio 2013				     12.000,00	USD

		LCP-121125-EX	START UP	NSA1896	24.04.2013	      1.000,00	USD

	*	Ejercicio 2013				      1.000,00	USD

		LCP-121125-EX-01	START UP	NSA1896	24.04.2013	      1.000,00	USD

	*	Ejercicio 2013				      1.000,00	USD

		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	-410,75	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	-349,30	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	-5.100,00	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	-39,51	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	-0,17	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	-7.722,00	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	-67,54	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	-38.999,00	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	-7,57	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	NSA1896	24.04.2013	    850.000,00	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA04148	20.08.2013	     85.000,00	USD

	*	Ejercicio 2013				    882.304,16	USD

		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	        410,75	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	        349,30	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	      5.100,00	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	         39,51	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	          0,17	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	      7.722,00	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	         67,54	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	     38.999,00	USD
		LCP-130070	CHILE - MISCELLANEOUS SUSTAINING 2013	AA11549	13.01.2014	          7,57	USD

	*	Ejercicio 2014				     52.695,84	USD

		LCP-130070-00	REMANENTE SUSTAINING 2013	NSA1896	24.04.2013	    150.878,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA04641	13.06.2013	-49.720,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA04641	17.06.2013	-64.300,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA04641	17.06.2013	     49.111,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA04641	21.06.2013	-34.000,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA04641	24.06.2013	-10.000,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	15.08.2013	-3.231,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	15.08.2013	        503,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	20.08.2013	     43.800,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	20.08.2013	      8.509,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	20.08.2013	      7.633,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	20.08.2013	     16.954,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	21.08.2013	-8.509,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	26.08.2013	-71.880,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	28.08.2013	      6.519,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	28.08.2013	-40.200,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	30.08.2013	-1.774,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	11.09.2013	     12.000,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	30.09.2013	-290,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	18.10.2013	     31.781,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	22.10.2013	-43.780,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	05.11.2013	        571,82	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	06.11.2013	      6.395,78	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	07.11.2013	     25.176,60	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	08.11.2013	         63,55	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	11.11.2013	-32.147,75	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	26.11.2013	     15.797,78	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	26.11.2013	        193,65	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	27.11.2013	      7.590,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	28.11.2013	-23.380,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	29.11.2013	-258,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	06.12.2013	     18.941,87	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	06.12.2013	-700,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	06.12.2013	-11.000,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	06.12.2013	-1.200,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	19.12.2013	-3.400,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	23.12.2013	-2.000,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	31.12.2013	-300,00	USD
		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	13.01.2014	-349,30	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130070-00	REMANENTE SUSTAINING 2013	AA11549	13.01.2014	        349,30	USD

	*	Ejercicio 2014				        349,30	USD

		LCP-130070-01	UGRADE TCU STEELASTIC AREA	NSA1896	24.04.2013	     43.688,00	USD
		LCP-130070-01	UGRADE TCU STEELASTIC AREA	AA11549	20.08.2013	-8.509,00	USD
		LCP-130070-01	UGRADE TCU STEELASTIC AREA	AA11549	21.08.2013	      8.509,00	USD
		LCP-130070-01	UGRADE TCU STEELASTIC AREA	AA11549	14.11.2013	-2.000,13	USD
		LCP-130070-01	UGRADE TCU STEELASTIC AREA	AA11549	03.12.2013	      3.290,00	USD
		LCP-130070-01	UGRADE TCU STEELASTIC AREA	AA11549	06.12.2013	-3.327,68	USD
		LCP-130070-01	UGRADE TCU STEELASTIC AREA	AA11549	13.01.2014	-5.100,00	USD

	*	Ejercicio 2013				     36.550,19	USD

		LCP-130070-01	UGRADE TCU STEELASTIC AREA	AA11549	13.01.2014	      5.100,00	USD

	*	Ejercicio 2014				      5.100,00	USD

		LCP-130070-02	PROTECCIONES CORTINAS	NSA1896	24.04.2013	     21.000,00	USD
		LCP-130070-02	PROTECCIONES CORTINAS	AA11549	15.08.2013	      3.231,00	USD
		LCP-130070-02	PROTECCIONES CORTINAS	AA11549	06.11.2013	-304,75	USD

	*	Ejercicio 2013				     23.926,25	USD

		LCP-130070-03	PRODUCTIVIDAD EN BREAKER	NSA1896	24.04.2013	      9.854,00	USD
		LCP-130070-03	PRODUCTIVIDAD EN BREAKER	AA11549	14.11.2013	-4.854,00	USD
		LCP-130070-03	PRODUCTIVIDAD EN BREAKER	AA11549	23.12.2013	      5.766,87	USD
		LCP-130070-03	PRODUCTIVIDAD EN BREAKER	AA11549	27.12.2013	      2.588,82	USD
		LCP-130070-03	PRODUCTIVIDAD EN BREAKER	AA11549	31.12.2013	        300,00	USD
		LCP-130070-03	PRODUCTIVIDAD EN BREAKER	AA11549	13.01.2014	-39,51	USD

	*	Ejercicio 2013				     13.616,18	USD

		LCP-130070-03	PRODUCTIVIDAD EN BREAKER	AA11549	13.01.2014	         39,51	USD

	*	Ejercicio 2014				         39,51	USD

		LCP-130070-04	ANILLOS MAQUINA MATTEUZZI	NSA1896	24.04.2013	     23.442,00	USD
		LCP-130070-04	ANILLOS MAQUINA MATTEUZZI	AA11549	18.10.2013	-23.442,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130070-05	EXTRACTOR GAS Y HUMO PARA TSR	NSA1896	24.04.2013	     24.606,00	USD
		LCP-130070-05	EXTRACTOR GAS Y HUMO PARA TSR	AA11549	20.08.2013	-7.633,00	USD
		LCP-130070-05	EXTRACTOR GAS Y HUMO PARA TSR	AA11549	06.12.2013	-51,23	USD

	*	Ejercicio 2013				     16.921,77	USD

		LCP-130070-06	MEJORA TRANSFER RING Y R&B	NSA1896	24.04.2013	     32.501,00	USD
		LCP-130070-06	MEJORA TRANSFER RING Y R&B	AA11549	07.11.2013	-17.738,00	USD
		LCP-130070-06	MEJORA TRANSFER RING Y R&B	AA11549	13.01.2014	-0,17	USD

	*	Ejercicio 2013				     14.762,83	USD

		LCP-130070-06	MEJORA TRANSFER RING Y R&B	AA11549	13.01.2014	          0,17	USD

	*	Ejercicio 2014				          0,17	USD

		LCP-130070-07	REMODELACION NAVE CERO USO GY	NSA1896	24.04.2013	     49.111,00	USD
		LCP-130070-07	REMODELACION NAVE CERO USO GY	AA04641	17.06.2013	-49.111,00	USD

	*	Ejercicio 2013				          0,00	USD

		LCP-130070-08	INSTALACION TECHO-PISO B60SP	NSA1896	24.04.2013	     49.800,00	USD
		LCP-130070-08	INSTALACION TECHO-PISO B60SP	AA11549	26.11.2013	-482,23	USD
		LCP-130070-08	INSTALACION TECHO-PISO B60SP	AA11549	20.12.2013	-165,93	USD

	*	Ejercicio 2013				     49.151,84	USD

		LCP-130070-09	SIST MEDICION BREAKER STEELAST	NSA1896	24.04.2013	     18.700,00	USD
		LCP-130070-09	SIST MEDICION BREAKER STEELAST	AA11549	25.09.2013	-1.010,00	USD
		LCP-130070-09	SIST MEDICION BREAKER STEELAST	AA11549	14.11.2013	-303,47	USD

	*	Ejercicio 2013				     17.386,53	USD

		LCP-130070-10	MEJORAMIENTO CONF. REDUCTORES	NSA1896	24.04.2013	      5.652,00	USD
		LCP-130070-10	MEJORAMIENTO CONF. REDUCTORES	AA11549	15.08.2013	-503,00	USD
		LCP-130070-10	MEJORAMIENTO CONF. REDUCTORES	AA11549	05.11.2013	-0,43	USD

	*	Ejercicio 2013				      5.148,57	USD

		LCP-130070-11	UP GRADE VARIADOR MOLINO MXN1	NSA1896	24.04.2013	     23.070,00	USD
		LCP-130070-11	UP GRADE VARIADOR MOLINO MXN1	AA11549	05.11.2013	-490,95	USD
		LCP-130070-11	UP GRADE VARIADOR MOLINO MXN1	AA11549	20.12.2013	-2.598,56	USD

	*	Ejercicio 2013				     19.980,49	USD

		LCP-130070-12	INST FLUJOMETRO POZOS N3 Y N5	NSA1896	24.04.2013	     14.936,00	USD
		LCP-130070-12	INST FLUJOMETRO POZOS N3 Y N5	AA11549	08.11.2013	-62,68	USD

	*	Ejercicio 2013				     14.873,32	USD

		LCP-130070-14	INS REVEST PANELES Y ACOND AIR	NSA1896	24.04.2013	     17.914,00	USD
		LCP-130070-14	INS REVEST PANELES Y ACOND AIR	AA11549	08.11.2013	-0,87	USD
		LCP-130070-14	INS REVEST PANELES Y ACOND AIR	AA11549	19.12.2013	      3.400,00	USD
		LCP-130070-14	INS REVEST PANELES Y ACOND AIR	AA11549	20.12.2013	      5.319,78	USD
		LCP-130070-14	INS REVEST PANELES Y ACOND AIR	AA11549	27.12.2013	-1.750,03	USD

	*	Ejercicio 2013				     24.882,88	USD

		LCP-130070-15	RIELES DESPLAZ CREEL STAND	NSA1896	24.04.2013	     46.308,00	USD
		LCP-130070-15	RIELES DESPLAZ CREEL STAND	AA11549	06.11.2013	-1.976,83	USD
		LCP-130070-15	RIELES DESPLAZ CREEL STAND	AA11549	26.11.2013	-127,04	USD
		LCP-130070-15	RIELES DESPLAZ CREEL STAND	AA11549	03.12.2013	      5.790,00	USD
		LCP-130070-15	RIELES DESPLAZ CREEL STAND	AA11549	06.12.2013	-5.877,98	USD

	*	Ejercicio 2013				     44.116,15	USD

		LCP-130070-16	MAQ.SOLDADORA PRESICION TIG375	NSA1896	24.04.2013	      7.967,00	USD
		LCP-130070-16	MAQ.SOLDADORA PRESICION TIG375	AA11549	07.10.2013	      4.000,00	USD
		LCP-130070-16	MAQ.SOLDADORA PRESICION TIG375	AA11549	07.11.2013	-1.977,02	USD
		LCP-130070-16	MAQ.SOLDADORA PRESICION TIG375	AA11549	06.12.2013	-644,71	USD

	*	Ejercicio 2013				      9.345,27	USD

		LCP-130070-17	EQUIPO BEAD APEXER	NSA1896	24.04.2013	     27.500,00	USD
		LCP-130070-17	EQUIPO BEAD APEXER	AA11549	28.08.2013	-6.519,00	USD
		LCP-130070-17	EQUIPO BEAD APEXER	AA11549	06.11.2013	-1,00	USD
		LCP-130070-17	EQUIPO BEAD APEXER	AA11549	26.11.2013	-193,65	USD
		LCP-130070-17	EQUIPO BEAD APEXER	AA11549	27.12.2013	-14,12	USD

	*	Ejercicio 2013				     20.772,23	USD

		LCP-130070-18	SERVIDOR PARA USO ARCHIVO VM	NSA1896	24.04.2013	     22.000,00	USD
		LCP-130070-18	SERVIDOR PARA USO ARCHIVO VM	AA11549	30.08.2013	-842,00	USD
		LCP-130070-18	SERVIDOR PARA USO ARCHIVO VM	AA11549	06.11.2013	-0,77	USD

	*	Ejercicio 2013				     21.157,23	USD

		LCP-130070-19	NUEVAS CAMARAS MAQUINAS FISHER	NSA1896	24.04.2013	     20.680,00	USD
		LCP-130070-19	NUEVAS CAMARAS MAQUINAS FISHER	AA11549	07.11.2013	-1.159,41	USD
		LCP-130070-19	NUEVAS CAMARAS MAQUINAS FISHER	AA11549	26.11.2013	-294,32	USD
		LCP-130070-19	NUEVAS CAMARAS MAQUINAS FISHER	AA11549	06.12.2013	-117,89	USD

	*	Ejercicio 2013				     19.108,38	USD

		LCP-130070-20	MEJORA SYST.ENFRIAMIENTO BATCH	NSA1896	24.04.2013	     39.116,00	USD
		LCP-130070-20	MEJORA SYST.ENFRIAMIENTO BATCH	AA11549	11.09.2013	-12.000,00	USD
		LCP-130070-20	MEJORA SYST.ENFRIAMIENTO BATCH	AA11549	13.11.2013	-1.880,88	USD
		LCP-130070-20	MEJORA SYST.ENFRIAMIENTO BATCH	AA11549	26.11.2013	-1.253,26	USD
		LCP-130070-20	MEJORA SYST.ENFRIAMIENTO BATCH	AA11549	19.12.2013	-4.000,00	USD
		LCP-130070-20	MEJORA SYST.ENFRIAMIENTO BATCH	AA11549	23.12.2013	-544,40	USD

	*	Ejercicio 2013				     19.437,46	USD

		LCP-130070-21	MEJORA SYST.BATCH MIXER N5	NSA1896	24.04.2013	     49.752,00	USD
		LCP-130070-21	MEJORA SYST.BATCH MIXER N5	AA11549	13.11.2013	-1.727,33	USD
		LCP-130070-21	MEJORA SYST.BATCH MIXER N5	AA11549	26.11.2013	-4.709,63	USD
		LCP-130070-21	MEJORA SYST.BATCH MIXER N5	AA11549	23.12.2013	-298,91	USD

	*	Ejercicio 2013				     43.016,13	USD

		LCP-130070-22	CIERRE PERIMETRAL EN ESTACIONA	NSA1896	24.04.2013	     38.500,00	USD
		LCP-130070-22	CIERRE PERIMETRAL EN ESTACIONA	AA11549	20.08.2013	-16.954,00	USD
		LCP-130070-22	CIERRE PERIMETRAL EN ESTACIONA	AA11549	26.11.2013	-324,48	USD

	*	Ejercicio 2013				     21.221,52	USD

		LCP-130070-23	EQ.NVOS PARA TALLER TAMBORES	NSA1896	24.04.2013	     25.100,00	USD
		LCP-130070-23	EQ.NVOS PARA TALLER TAMBORES	AA11549	07.10.2013	-4.000,00	USD
		LCP-130070-23	EQ.NVOS PARA TALLER TAMBORES	AA11549	14.11.2013	-3.000,00	USD
		LCP-130070-23	EQ.NVOS PARA TALLER TAMBORES	AA11549	26.11.2013	-247,00	USD
		LCP-130070-23	EQ.NVOS PARA TALLER TAMBORES	AA11549	03.12.2013	      1.257,60	USD
		LCP-130070-23	EQ.NVOS PARA TALLER TAMBORES	AA11549	06.12.2013	-12,93	USD
		LCP-130070-23	EQ.NVOS PARA TALLER TAMBORES	AA11549	23.12.2013	-1.016,02	USD
		LCP-130070-23	EQ.NVOS PARA TALLER TAMBORES	AA11549	13.01.2014	-7.722,00	USD

	*	Ejercicio 2013				     10.359,65	USD

		LCP-130070-23	EQ.NVOS PARA TALLER TAMBORES	AA11549	13.01.2014	      7.722,00	USD

	*	Ejercicio 2014				      7.722,00	USD

		LCP-130070-24	INST. CREEL STAND A STEELASTIC	NSA1896	24.04.2013	     49.425,00	USD
